"Precinct_Name","Split_Name","precinct_splitId","Reg_voters","Ballots","Reporting","Contest_id","Contest_title","Contest_party","Choice_id","Candidate_name","Choice_party","Candidate_Type","Absentee_votes","Early_votes","Election_Votes"
"01-04","","4","301","196","1","87","6. HAWAI'I: Establishing a Game Management Advisory Commission   ","","213","NO","","C","27","11","46"
"01-05","","5","1758","1126","1","1","President and Vice President","","1","(R) ROMNEY, Mitt / RYAN, Paul","REP","C","58","32","90"
"01-05","","5","1758","1126","1","1","President and Vice President","","2","(G) STEIN, Jill / HONKALA, Cheri","GRE","C","0","0","4"
"01-05","","5","1758","1126","1","1","President and Vice President","","3","(L) JOHNSON, Gary / GRAY, James P.","LIB","C","2","0","9"
"01-05","","5","1758","1126","1","1","President and Vice President","","4","(D) OBAMA, Barack / BIDEN, Joe","DEM","C","341","94","494"
"01-05","","5","1758","1126","1","2","US Senator","","5","(D) HIRONO, Mazie","DEM","C","306","89","462"
"01-05","","5","1758","1126","1","2","US Senator","","6","(R) LINGLE, Linda","REP","C","89","36","131"
"01-05","","5","1758","1126","1","4","US Representative, Dist 2","","9","(R) CROWLEY, Kawika","REP","C","54","21","78"
"01-05","","5","1758","1126","1","4","US Representative, Dist 2","","10","(D) GABBARD, Tulsi","DEM","C","338","96","508"
"01-05","","5","1758","1126","1","7","State Senator, Dist 4","","15","(G) GREENWELL, Kelly","GRE","C","64","33","124"
"01-05","","5","1758","1126","1","7","State Senator, Dist 4","","16","(D) SOLOMON, Malama","DEM","C","306","78","423"
"01-05","","5","1758","1126","1","53","Hawaii Resident Trustee","","109","LINDSEY, Robert K.","","C","162","50","264"
"01-05","","5","1758","1126","1","53","Hawaii Resident Trustee","","110","MEYERS, William (Willy)","","C","47","14","99"
"01-05","","5","1758","1126","1","53","Hawaii Resident Trustee","","111","MIRANDA, Edwin L.P.","","C","32","14","54"
"01-05","","5","1758","1126","1","54","Kauai Resident Trustee","","112","AHUNA, Dan","","C","47","18","100"
"01-05","","5","1758","1126","1","54","Kauai Resident Trustee","","113","ALALEM WORTHINGTON, Keola","","C","4","3","9"
"01-05","","5","1758","1126","1","54","Kauai Resident Trustee","","114","ALBAO, Liberta Hussey","","C","5","1","7"
"01-05","","5","1758","1126","1","54","Kauai Resident Trustee","","115","BURKE, Jackie Kahookele","","C","18","2","23"
"01-05","","5","1758","1126","1","54","Kauai Resident Trustee","","116","KAGAWA FU, Kanani","","C","29","6","31"
"01-05","","5","1758","1126","1","54","Kauai Resident Trustee","","117","PACHECO, Haunani","","C","24","8","41"
"01-05","","5","1758","1126","1","54","Kauai Resident Trustee","","118","POMROY, Sharon A.","","C","9","0","16"
"01-05","","5","1758","1126","1","54","Kauai Resident Trustee","","119","SAHUT, Ronson K.","","C","1","1","3"
"01-05","","5","1758","1126","1","54","Kauai Resident Trustee","","120","SANTOS, D. Kaliko","","C","4","2","18"
"01-05","","5","1758","1126","1","54","Kauai Resident Trustee","","121","SWAIN, Billy Kealamaikahiki","","C","9","9","13"
"01-05","","5","1758","1126","1","54","Kauai Resident Trustee","","122","YADAO, Leland K. (Radar)","","C","29","9","75"
"01-05","","5","1758","1126","1","55","Molokai Resident Trustee","","123","MACHADO, Colette (Piipii)","","C","167","55","281"
"01-05","","5","1758","1126","1","56","""At Large"" Trustee","","124","AKINA, Keli'i","","C","29","9","43"
"01-05","","5","1758","1126","1","56","""At Large"" Trustee","","125","APOLIONA, Haunani","","C","102","28","161"
"01-05","","5","1758","1126","1","56","""At Large"" Trustee","","126","LEE, Cal","","C","35","11","55"
"01-05","","5","1758","1126","1","56","""At Large"" Trustee","","127","LINCOLN, Lancelot Haili","","C","13","7","27"
"01-05","","5","1758","1126","1","56","""At Large"" Trustee","","128","MAKEKAU, Kealii J.","","C","12","3","36"
"01-05","","5","1758","1126","1","56","""At Large"" Trustee","","129","RITTE, Walter","","C","37","14","54"
"01-05","","5","1758","1126","1","57","OHA Vacancy: Maui","","130","AMORIN, Johanna Kuulei Shin","","C","17","4","14"
"01-05","","5","1758","1126","1","57","OHA Vacancy: Maui","","131","AU, Glenn G.","","C","20","8","25"
"01-05","","5","1758","1126","1","57","OHA Vacancy: Maui","","132","DUEY, Rose","","C","8","2","25"
"01-05","","5","1758","1126","1","57","OHA Vacancy: Maui","","133","GOMES, Doreen Pua","","C","26","7","56"
"01-05","","5","1758","1126","1","57","OHA Vacancy: Maui","","134","KANE, Dain Pomaika'i","","C","28","11","37"
"01-05","","5","1758","1126","1","57","OHA Vacancy: Maui","","135","KAPU, Ke'eaumoku","","C","20","5","27"
"01-05","","5","1758","1126","1","57","OHA Vacancy: Maui","","136","LINDSEY, Carmen Hulu","","C","54","24","141"
"01-05","","5","1758","1126","1","58","Mayor, County of Hawaii","","137","KENOI, Billy","","C","193","54","259"
"01-05","","5","1758","1126","1","58","Mayor, County of Hawaii","","138","KIM, Harry","","C","201","70","330"
"01-05","","5","1758","1126","1","59","Prosecuting Attorney, County of Hawaii","","139","ASHIDA, Lincoln","","C","232","54","290"
"01-05","","5","1758","1126","1","59","Prosecuting Attorney, County of Hawaii","","140","ROTH, Mitch","","C","152","63","260"
"01-05","","5","1758","1126","1","60","Councilmember, Dist 1","","141","POINDEXTER, Valerie","","C","236","74","314"
"01-05","","5","1758","1126","1","60","Councilmember, Dist 1","","142","YAGONG, Chelsea","","C","140","42","244"
"01-05","","5","1758","1126","1","80","CON AMEND: Relating to Dams and Reservoirs   ","","198","YES","","C","176","57","325"
"01-05","","5","1758","1126","1","80","CON AMEND: Relating to Dams and Reservoirs   ","","199","NO","","C","184","55","200"
"01-05","","5","1758","1126","1","81","CON AMEND: Relating to Retired Judges   ","","200","YES","","C","230","67","304"
"01-05","","5","1758","1126","1","81","CON AMEND: Relating to Retired Judges   ","","201","NO","","C","131","45","221"
"01-05","","5","1758","1126","1","82","1. HAWAI'I: Records and Meetings Open to the Public   ","","202","YES","","C","276","74","366"
"01-05","","5","1758","1126","1","82","1. HAWAI'I: Records and Meetings Open to the Public   ","","203","NO","","C","81","35","141"
"01-05","","5","1758","1126","1","83","2. HAWAI'I: Public Access, Open Space, and Natural Resources Preservation Fund   ","","204","YES","","C","199","60","339"
"01-05","","5","1758","1126","1","83","2. HAWAI'I: Public Access, Open Space, and Natural Resources Preservation Fund   ","","205","NO","","C","155","50","172"
"01-05","","5","1758","1126","1","84","3. HAWAI'I: Public Access, Open Space, and Natural Resources Preservation Maintenance Fund   ","","206","YES","","C","210","62","332"
"01-05","","5","1758","1126","1","84","3. HAWAI'I: Public Access, Open Space, and Natural Resources Preservation Maintenance Fund   ","","207","NO","","C","143","48","176"
"01-05","","5","1758","1126","1","85","4. HAWAI'I: Establishing Special Funds   ","","208","YES","","C","86","37","156"
"01-05","","5","1758","1126","1","85","4. HAWAI'I: Establishing Special Funds   ","","209","NO","","C","270","74","358"
"01-05","","5","1758","1126","1","86","5. HAWAI'I: Eligibility for Redistricting Commissioners to be Candidates for County Council   ","","210","YES","","C","282","81","349"
"01-05","","5","1758","1126","1","86","5. HAWAI'I: Eligibility for Redistricting Commissioners to be Candidates for County Council   ","","211","NO","","C","66","27","134"
"01-05","","5","1758","1126","1","87","6. HAWAI'I: Establishing a Game Management Advisory Commission   ","","212","YES","","C","225","68","352"
"01-05","","5","1758","1126","1","87","6. HAWAI'I: Establishing a Game Management Advisory Commission   ","","213","NO","","C","128","47","164"
"01-06","","6","1379","938","1","1","President and Vice President","","1","(R) ROMNEY, Mitt / RYAN, Paul","REP","C","79","24","93"
"01-06","","6","1379","938","1","1","President and Vice President","","2","(G) STEIN, Jill / HONKALA, Cheri","GRE","C","3","0","7"
"01-06","","6","1379","938","1","1","President and Vice President","","3","(L) JOHNSON, Gary / GRAY, James P.","LIB","C","1","1","6"
"01-06","","6","1379","938","1","1","President and Vice President","","4","(D) OBAMA, Barack / BIDEN, Joe","DEM","C","265","112","343"
"01-06","","6","1379","938","1","2","US Senator","","5","(D) HIRONO, Mazie","DEM","C","241","101","316"
"01-06","","6","1379","938","1","2","US Senator","","6","(R) LINGLE, Linda","REP","C","108","36","128"
"01-06","","6","1379","938","1","4","US Representative, Dist 2","","9","(R) CROWLEY, Kawika","REP","C","52","24","77"
"01-06","","6","1379","938","1","4","US Representative, Dist 2","","10","(D) GABBARD, Tulsi","DEM","C","285","108","349"
"01-06","","6","1379","938","1","7","State Senator, Dist 4","","15","(G) GREENWELL, Kelly","GRE","C","74","30","120"
"01-06","","6","1379","938","1","7","State Senator, Dist 4","","16","(D) SOLOMON, Malama","DEM","C","234","93","276"
"01-06","","6","1379","938","1","53","Hawaii Resident Trustee","","109","LINDSEY, Robert K.","","C","129","48","200"
"01-06","","6","1379","938","1","53","Hawaii Resident Trustee","","110","MEYERS, William (Willy)","","C","49","17","59"
"01-06","","6","1379","938","1","53","Hawaii Resident Trustee","","111","MIRANDA, Edwin L.P.","","C","28","20","53"
"01-06","","6","1379","938","1","54","Kauai Resident Trustee","","112","AHUNA, Dan","","C","37","20","81"
"01-06","","6","1379","938","1","54","Kauai Resident Trustee","","113","ALALEM WORTHINGTON, Keola","","C","4","2","5"
"01-06","","6","1379","938","1","54","Kauai Resident Trustee","","114","ALBAO, Liberta Hussey","","C","6","0","4"
"01-06","","6","1379","938","1","54","Kauai Resident Trustee","","115","BURKE, Jackie Kahookele","","C","5","6","14"
"01-06","","6","1379","938","1","54","Kauai Resident Trustee","","116","KAGAWA FU, Kanani","","C","18","8","22"
"01-06","","6","1379","938","1","54","Kauai Resident Trustee","","117","PACHECO, Haunani","","C","15","8","42"
"01-06","","6","1379","938","1","54","Kauai Resident Trustee","","118","POMROY, Sharon A.","","C","11","6","19"
"01-06","","6","1379","938","1","54","Kauai Resident Trustee","","119","SAHUT, Ronson K.","","C","3","0","2"
"01-06","","6","1379","938","1","54","Kauai Resident Trustee","","120","SANTOS, D. Kaliko","","C","7","4","12"
"01-06","","6","1379","938","1","54","Kauai Resident Trustee","","121","SWAIN, Billy Kealamaikahiki","","C","10","5","14"
"01-06","","6","1379","938","1","54","Kauai Resident Trustee","","122","YADAO, Leland K. (Radar)","","C","24","5","39"
"01-06","","6","1379","938","1","55","Molokai Resident Trustee","","123","MACHADO, Colette (Piipii)","","C","126","59","212"
"01-06","","6","1379","938","1","56","""At Large"" Trustee","","124","AKINA, Keli'i","","C","23","13","42"
"01-06","","6","1379","938","1","56","""At Large"" Trustee","","125","APOLIONA, Haunani","","C","95","30","95"
"01-06","","6","1379","938","1","56","""At Large"" Trustee","","126","LEE, Cal","","C","33","15","53"
"01-06","","6","1379","938","1","56","""At Large"" Trustee","","127","LINCOLN, Lancelot Haili","","C","12","4","27"
"01-06","","6","1379","938","1","56","""At Large"" Trustee","","128","MAKEKAU, Kealii J.","","C","7","4","21"
"01-06","","6","1379","938","1","56","""At Large"" Trustee","","129","RITTE, Walter","","C","21","11","40"
"01-06","","6","1379","938","1","57","OHA Vacancy: Maui","","130","AMORIN, Johanna Kuulei Shin","","C","19","7","10"
"01-06","","6","1379","938","1","57","OHA Vacancy: Maui","","131","AU, Glenn G.","","C","16","2","16"
"01-06","","6","1379","938","1","57","OHA Vacancy: Maui","","132","DUEY, Rose","","C","17","4","19"
"01-06","","6","1379","938","1","57","OHA Vacancy: Maui","","133","GOMES, Doreen Pua","","C","20","10","33"
"01-06","","6","1379","938","1","57","OHA Vacancy: Maui","","134","KANE, Dain Pomaika'i","","C","25","8","52"
"01-06","","6","1379","938","1","57","OHA Vacancy: Maui","","135","KAPU, Ke'eaumoku","","C","9","6","22"
"01-06","","6","1379","938","1","57","OHA Vacancy: Maui","","136","LINDSEY, Carmen Hulu","","C","41","26","97"
"01-06","","6","1379","938","1","58","Mayor, County of Hawaii","","137","KENOI, Billy","","C","168","53","204"
"01-06","","6","1379","938","1","58","Mayor, County of Hawaii","","138","KIM, Harry","","C","176","84","228"
"01-06","","6","1379","938","1","59","Prosecuting Attorney, County of Hawaii","","139","ASHIDA, Lincoln","","C","177","82","223"
"01-06","","6","1379","938","1","59","Prosecuting Attorney, County of Hawaii","","140","ROTH, Mitch","","C","151","47","189"
"01-06","","6","1379","938","1","60","Councilmember, Dist 1","","141","POINDEXTER, Valerie","","C","189","74","241"
"01-06","","6","1379","938","1","60","Councilmember, Dist 1","","142","YAGONG, Chelsea","","C","118","54","176"
"01-06","","6","1379","938","1","80","CON AMEND: Relating to Dams and Reservoirs   ","","198","YES","","C","157","71","245"
"01-06","","6","1379","938","1","80","CON AMEND: Relating to Dams and Reservoirs   ","","199","NO","","C","149","54","145"
"01-06","","6","1379","938","1","81","CON AMEND: Relating to Retired Judges   ","","200","YES","","C","166","70","216"
"01-06","","6","1379","938","1","81","CON AMEND: Relating to Retired Judges   ","","201","NO","","C","144","59","169"
"01-06","","6","1379","938","1","82","1. HAWAI'I: Records and Meetings Open to the Public   ","","202","YES","","C","224","91","283"
"01-06","","6","1379","938","1","82","1. HAWAI'I: Records and Meetings Open to the Public   ","","203","NO","","C","85","31","98"
"01-06","","6","1379","938","1","83","2. HAWAI'I: Public Access, Open Space, and Natural Resources Preservation Fund   ","","204","YES","","C","154","81","255"
"01-06","","6","1379","938","1","83","2. HAWAI'I: Public Access, Open Space, and Natural Resources Preservation Fund   ","","205","NO","","C","146","44","139"
"01-06","","6","1379","938","1","84","3. HAWAI'I: Public Access, Open Space, and Natural Resources Preservation Maintenance Fund   ","","206","YES","","C","150","81","264"
"01-06","","6","1379","938","1","84","3. HAWAI'I: Public Access, Open Space, and Natural Resources Preservation Maintenance Fund   ","","207","NO","","C","147","43","126"
"01-06","","6","1379","938","1","85","4. HAWAI'I: Establishing Special Funds   ","","208","YES","","C","80","45","115"
"01-06","","6","1379","938","1","85","4. HAWAI'I: Establishing Special Funds   ","","209","NO","","C","232","79","270"
"01-06","","6","1379","938","1","86","5. HAWAI'I: Eligibility for Redistricting Commissioners to be Candidates for County Council   ","","210","YES","","C","225","88","275"
"01-06","","6","1379","938","1","86","5. HAWAI'I: Eligibility for Redistricting Commissioners to be Candidates for County Council   ","","211","NO","","C","72","30","91"
"01-06","","6","1379","938","1","87","6. HAWAI'I: Establishing a Game Management Advisory Commission   ","","212","YES","","C","195","94","262"
"01-06","","6","1379","938","1","87","6. HAWAI'I: Establishing a Game Management Advisory Commission   ","","213","NO","","C","116","35","128"
"01-07","","7","1731","954","1","1","President and Vice President","","1","(R) ROMNEY, Mitt / RYAN, Paul","REP","C","65","29","102"
"01-07","","7","1731","954","1","1","President and Vice President","","2","(G) STEIN, Jill / HONKALA, Cheri","GRE","C","3","2","14"
"01-07","","7","1731","954","1","1","President and Vice President","","3","(L) JOHNSON, Gary / GRAY, James P.","LIB","C","4","2","7"
"01-07","","7","1731","954","1","1","President and Vice President","","4","(D) OBAMA, Barack / BIDEN, Joe","DEM","C","203","137","381"
"01-07","","7","1731","954","1","2","US Senator","","5","(D) HIRONO, Mazie","DEM","C","177","127","374"
"01-07","","7","1731","954","1","2","US Senator","","6","(R) LINGLE, Linda","REP","C","94","43","128"
"01-07","","7","1731","954","1","4","US Representative, Dist 2","","9","(R) CROWLEY, Kawika","REP","C","60","32","91"
"01-07","","7","1731","954","1","4","US Representative, Dist 2","","10","(D) GABBARD, Tulsi","DEM","C","206","130","396"
"01-07","","7","1731","954","1","53","Hawaii Resident Trustee","","109","LINDSEY, Robert K.","","C","105","70","182"
